text,label
aur maaro mullo ki maa chod do,OAG
bhosdi ke jb tumhare ghr me koi subh kam hota hai to ramayan krate ho kya jo tumhara dharm manjuri deta hai whi na krte ho to wo yogiji ka ghr hai ab aur wo hindu hai to hawan puja hi n krayenge ,OAG
fatwa nhi quran dekho ye tlaak nhi hui me cheleng karta hu un fatwa nikalne walo,OAG
sbse bda tharki ko tera krisna h jo nhate huye aurto ko dekhta tha chup chup kr bachpan se hi randi bazz h wo tu mohhmd ke bare me pehle thik se jaan le fir bt kriyo teri to okat b nhi unka naam tk lene kitu lgta h assaram ke kisi asram ki paidayish h arvind,OAG
ye desh america ban jaae har koi chahta he lekin takalif koi nahin uthaanaa chahta  japan jaisi safai ho jaae har koi chahta he lekin kooda uthaanaa koi nahin chahta  congress se pichley  saal main itane hisaab liye hote to aaj halaat ye naa hote malaya ambani sab kiya do modi ke samay aaye hainmalya ko rupya modi ne diya tha aur ek sath sab per action nahi liya ja saktaambani and all job providerabhi company band hogi aur sab kitne job less honge so wait karo sabki bari aayegi,NAG
pehle modi bhakt the ab yogi bhakta bhi aagye ,OAG
ye hai bharti sena jiska koi jabab nahi kisi bhi mullo ki maa chod sakti hai hamari bharti sena,OAG
bhai kejri bhi yahi bolkar politics me aaya,CAG
salman aamir shahrukh ye king hai bahubali inke pairo ki dhool bhi nahi,CAG
wo kutte  mtr as gaye aur hum kya unke liye breakfast banane me lage the ,OAG
modi pradhan mantri ke layak nahi haio ek cellebraty ke kaam ke liye acha hai prachar karna road show stage show man ki baat aise cheezo ke liye modi sahi hai modi ko pata b nahi pradhan mantri kya hota hai aur uska kya kaam hai modi ko jaldi se satta se hatana hai nahi to hindustan barbad hojayega,OAG
uski to biklu nhi dekhni muje director ka beta jisme hai chotu sa kia naam hai oska,CAG
bhaijan jaise hr cheej achhi dekhte dekhte ati ho jati h to ati hr cheej ki buri hoti h to dekh lete h pr ha ye achha lga ki aapne reply ak achhe insan ki trha diya mai sirf ye hi khna chauga ki achha bnne ke liye dusro ko bi achha samajhna padta h,NAG
jai kumar mn ne kal tery sath waly ghr mn teri bihan ko bola kr chuda tha,OAG
iska naya pata hona chahia parlok yamraj pur,OAG
dash ke jawano ka badla lo modi varna chulu bhar pani me dub maro,CAG
abhijit ko tarik fateh nehi dikhti kia a bhi too pakistani hai ya kisiki baap hone ke karan isee chor raha hai,OAG
jo chote log choti soch wale hote he vo aese hi bhokte he prince sanjeev jaise choti soch wale are fb pe to tpye kr diye abe itni himmat he to samne baith kr ankh mila ke baat kr princwa,CAG
dalito ko pura adhikar mile,NAG
yehi kam pakistan karay ga to godsay followers chiilayega k pakistan atanki hamla kar raha hai,CAG
nice name hai tumhara abp news o visit  multibotga,NAG
allha tumre ka muh b gupt hai,OAG
itihaas gavaah he ye log kisi ke bhi nahi huye to hindustan kaa kya hoga ye log jis thali me khate hai usee thali me chhed karte hai l,OAG
hahahahaha laha se lekar aate ho aesi fake news hahahah,CAG
haha  heads baba g choran sale kren yeh lundian army in kr sakti or baba chala krny haashahasha,OAG
ab inki bari hai ha ha ha,NAG
nashe ko khatm karo acchhee sarkaar chuno jumale na sune,CAG
yogi nahi to  main modi nahi,NAG
kumar sahab kejri to anna lokpal manthan main se nikla aisa amrit hai jis ki ek boond pene se insan doosre par iljam laga laga ke hi santimental ho jai acha hai ki aap ne nahi pe nahi to hamain aap jaisa kavi kaise sunne ko milta ,CAG
apne ko to khud ki dalroti ki fikar h,NAG
agar ninda karne se time mil gya he to jewab de do kab tak shid hote rhenge unki bhi to kuch zindagi he or pariwar he,CAG
are bc isme resign ki baat kaha se aa gayi,OAG
nitin shah aggarwal sabse pahle to apni language sahi karo agar is tarha bat karogy to koi aapse bat nahi karega rahi bat party ki to mai bjp ka active member hu mera bhai sarkar me mantri h bat desh k jawano ki bezatti ki h wo hum kisi kimat par bardast nahi karegy apko meri bat galat lage to batao lekin sober language use kro,CAG
jali bhakt ki pakistan ki ya nepal ki chamcha giri tum karo kiyun bhakt nawaz ki dawat acchi nhi thi kiya,CAG
agar sach hai akdom thik kiya un kutto ne jo pathar mara us haramio ko kutto no milke mar dena chahiya tha,OAG
bharat me pakistani gadhaar bethe he unka nakaab utarana jaruri ye sab ghar me bethe gadhaar desadarohi hi karvaa rahe he pakistaniyo kii itani okat nahi he saal satasookh bhogane vaale aaj vipaks me hone se nazaij kaam kar rahe he,CAG
inako yahan nahin apane pita ji ke yahan dharna dena chaiye tha  inke lakshan bataa rahe he inako bhi tikat chaiye ,OAG
dekhen live  maharashtra ke mantri ke rup main pad evam gopneeyata kii shapath le rahe hai dilip kamare  httptcoelmklck,NAG
ripsoldiers magar humne suna tha demonitisation notbandi ne atankwad or naksalwad ki qamar todh di hai aur ek baar humne ye bhi suna tha ki  loveletter likhna band krna chahiye or pak ko uski zaban me samjhana chahiye ufuf,CAG
prince ek suar ko bhi bhej dena tabi inko maja aayega,OAG
pakistan to shuru se hijda rha h ab suar bhi bn gya,OAG
rahi baat desh ki jis gay bhais ki anpadta ki taraf desh ko le ja rahi bjp ye desh ko hi bhari parega a ge chal ke rahi baat gau prem ki goa me ben kardo manipur me bhi karo jaha bjp hai par nhi ben karenge q ki sarkar gir jayegi jo waha krischen is liye yahi gau prem in logo,CAG
kumar sir per aarop lagane walo per afsos h,NAG
hindu apne culture ko b na maane,CAG
naitikta or bijepi ,CAG
such much aap jarur rss ki aulaad ho,OAG
kabhi kabhi kuch uphar bekar ke hoote hai a wahi hai,CAG
tu tari ,CAG
kon bolta hai pakistan se panga lo panga lya hai to rona to pare ga,OAG
lagta hai bike start nhi le raha hai islia timepass kar raha hai,NAG
aravind treepathi tera baap dekhne gaya tha kya kya kar rahe hain ya nahi ,NAG
sudhar jasachai ke sath denahim tho congras mukth bharath hoga,CAG
aap ko hindu se pyaar hai to apne ghar me akhand kirtan karwao,CAG
hahaha ye dekho lo,CAG
ritesh gajwani modi hai chor congress bhi chor imandaari ka chola pehen ke dhol kisne bajaya isnt aap the most imandaar party on this earth no difference between fekriwal and others andh bhakt dusron ko kehte ho aankhein to aaptard band karke baithe hain,OAG
baba ek baniya hai apni dukandari har jagah failana chahta hai  ab angrejon ki dagega,CAG
ye sarkaar kaayar ban gaya he hijde or is sarkaar main koi antar nahi he halaki main kattar bhakt hum lekin abhi is sarkaar ke munh par mutane kaa man kar rahaa he manmohan singh kya bura tha kadi ninda karne ke liye,CAG
dupti nao mei paer daal raha hai,CAG
abhi kiski up mai bhai,NAG
is desh ki bidambana yahi rahi hai ki khadi wale khaki wale ki kabhi ijjat nahi karate,CAG
part time job karke rs   har maheene kamanaa chaahate he to aaiye digital india se judiye zero investment join hone ke liye aap apane phone ke play store main champcash likho or us app ko apane mobile main install kar lo  ab app par click karo or sign up par click karke apni ditels bhar do refer id of sponsor poochhega vahaan par  daal do is id  ko khaali paper par likh len aage jarurat packegi complete challenge or apni id activate karke business se jud jaao,NAG
agar tari bhen nain kisi muslaman ka lund ak dafa le leya apni choot me tu wo hindu chakka dharam bhool jaye gi,OAG
modi ji dulara prim minster ka sapna mat dekho agar jawab nahi diya to,OAG
kaha h raaj naath kadi ninda kiya ki nhi ,CAG
sale tu apni doh biwion ko akela chor kaise deta hain pure din tujhe mera darh nahi hain kya,OAG
 maal ke badale balaatkaar rasul ne kaha ki jo bhi maale ganimat mili us par tumhaara adhikaar hoga chaahe vah khaane kaa saamaan ho yaa kuch or agar kuch nahin mili to dushmano kioraton se balaatkaar karo oe dushman ko parrast karo bukhari jild  kitaab  haddees   note isi haddees ke anusaar bangladesh ke yuddh main pakistani sena ne balaatkaar kiya tha   balaatkaar kaa aadesh  saidul khudri ne kaha ki rasul ne apane logon jihadiyon se kaha jaao musharikon par hamalaa karo or unki jitani auraten milen pakad lo or unase balaatkaar karo is se musharikon ke hausale post ho jaayenge bukhari jild  kitaab  haddees   maan beti se ek saath balaatkaar aaysha ne kaha ki rasul apane logon ke saath milakar pakadi gai auraton se samuhik balaatkaar karte the or un auratin ke saath krurta kaa vyavhaar karte the buhaari jild  kitaab  haddees  saidul khudri ne kaha ki rasul ne  auraton se balaatkaar kiya tha jisame sabhi shaamil the auraton main kai ansi thim jo maan or beti thim hamane maan ke saamne beti se oe beti ke saamne maan se balaatkaar kiya muslim kitaab  haddees  or bukhari jild  kitaab  haddees   balaatkaar main jaldi nahin karo a ne kaha ki rasul ne kaha ki pakadi gayi aurato se balaatkaar main jaldi nahin karo or balaatkaar ne jitna lage puraa samay lagaao  bukhari jild  kitaab  haddees   ab jo log musalamaanon or mohammad ko charitravaan or sajjan bataane kaa dawa karte hai ve ek baar phir se vichaar kare islam main achchhai khojna melmutr main sugandh khojane ki tarah he aap ek baar muslim blogaro dwaara islam or mohammad ke bare main likhi hui juthi baton ko padhie phir die tathyon par vichaar karke faisla kijiye adhik jaankaree ke liye yah angeji blog dekhen httpnakedmuhammadblogspotcom,OAG
hamaara bharat desh mahaan tha lekin baahar se aaye bahuroopiyon ne desh ko nochnoch kar lahooluhaan bana diya hai  gunaahagaaron ko sajaa milegi aisa  mulnivaasiyon kaa maananaa hai ,CAG
apane pichley blog main maine ek baat adhuri chhod di thi wo thi saahas kii maine likhaa tha ki kala main saahas kii zarurat hoti he par bollywood to ek industry he wo ek adhuri baat thi saahas kii zarurat industry main bhi hoti he jo utkrisht karnaa chaahate hai apni simaaon kaa vistaar karnaa chaahate hai wou,NAG
y kri chohtiya k patthe ne shi bat jese iska bap filme bnata ho cohtiya sala cinema hall m jane k lye pese na ho cahe,CAG
ab ambulance gaay le jane ke liye laga di gai he,CAG
desh kii janata or media ko dikhaa rahe he yaa kya kam he,CAG
naukari naukari mujhe kuch  aise ladke  ladakiyo kii zarurat he jo kii mere saath team bana kar apane ghar par baith kar kaam kar sake kaam sirf fasebuk or whats app par aid posting kaa he kaaphi acha paisa kama sakate he bina ek bhi rupaya lagaay apane part time main agar aap icchhuk he to mujhe whats app whatsapp  par mesaj kare likhe info or bhej de  is number paronly android phone users note sirf aise log sampark kare jo mehnat kar ke kuch paanaa chaahate ho bina kuch kiye paane kii ichha rakhane vaale mujhase sampark na kare,NAG
election ke time par  inch ka seena election ke bad  inch ka ho gya kya,CAG
bharat main ninda karne ko hi kaarwahee samaj jaataa he arun jetali ne ninda kar diya baat khatm,CAG
sansad main bolnaa tha par vahaan bhucamp aa jaataa tha rahulji bole the,NAG
bc ye media wale jute khane walo ko celebrity bna dete h aur bnane wale ko bhikhariii,OAG
jab tak patharabajo se pyaar karenge tab tak tak yahi hoga,OAG
bilkul bollybood ko na bol kr south indian movie dekho,CAG
ravis kumar aap siryashoke sbki bend bjateho dhanyvad sar,OAG
yeh kutta pakistani hai turkey ko apni behen becha hai issi liye yahan ro raha hai,OAG
bahut acha keya hi jab india k neta gadar namak haram desh drohi ho gae hi pakistan fayda uska uthayga  india me jab tak thakhta palat nahi hoga tab tak yhi hoga,CAG
bure nazarvale thera muh kala,CAG
bhakt isi agents naa dekhe palle kuch nahi padegaa phir bevajaah kapade phaadenge padhe likho ke bich fasaa farzi hindu party khajapa kaa gadhaa alag hi nazar aayegaaufuf,OAG
india walo kia bna gaaaap logo ka gay ko ami geeor bal ko abu gee,OAG
janwar ki itni fikar insan ka koi mool nahi kurshi ki siyasat chhode des saeniko ke bare me koi soche netao ki jarniti ki waja se hamare jawano ka y haal hia lanat aesi jarniti par,CAG
yadi sanghee tathakthith krime karne lagen to sabase pehle tere jaise saaf honge,OAG
kya james bond ko apni antarrashtriya chhavi kaa khyaal aa gaya yaa phir vah sachmuch tooth whitenor or paan masala main fark nahin samajhate piercebrosnan panmasala,CAG
shahvez khan suar saale bhagava jhanda teri maa ke chut main ghusaayenge,OAG
naa gita buree he  naa quran bura he  naa hindu bura he  naa musalmaan bura he naa khuda bura he  naa bhagwaan bura he  dimag main jo baitha he wo shaitan bura he  ek banonek bano,NAG
ye kya hai kuch bhi news esa bhi kuch khas nahi dance,CAG
are yar yahan desh ki bat horahi hai aur tum kiya bat kar rahe ho,CAG
prashant tapre chutiye tujhe dekhna nhi hay toh mut dekh magar bakchodi mut kar,OAG
congress jindabad bjp election me nahi border par dhyan do,OAG
bbs and cnn report he ke koi be thoos saboot nahi he indian army ki surjical strike ka mukesh kumar hahahaha or humare pakistan ke strike ka tum khud saboot de rahe ho tum log itne darpook ku ho akhir ,CAG
ye sab news bakwas h ki post tabah ho gaye ab to war kni h pakistan se,CAG
comments jo likna dhang ka likho jinki bajha se aap log hum log safe hai unke upr rajniti mat kro haa ye jrur hai ki unke hath sarkaar ne bande ho vo humara farz banta hai ki hum unka sath de sarkaar see un k hath khulvaye or kuch log isme bhi rajniti bna dete hai jo chain ki nind hum sote hai unhi ki bajha se sote hai,CAG
 ko dekho bjp army and paramilitary forces ko same karo,OAG
kashmir ko azad krwao plz  bhut zulm hogya kashmiri muslims pe,OAG
bhagwan ye uphar wapas leley,CAG
kya ho rha h es desh me srkar ekdm npunshk ho gyi h,OAG
haan ye sach he ki patrkaar ke bacchon ko skool alag se fees main discount dete he jisase vah kuch unke khilaaf chhapate nahi he skool ke log har saal nai nai publication kii kitaab lagu karte he jisame  se  kamishan skool ko dete he publication ke agent janvari se hi skool ko set kar lete he jisame advance kamishan skool ko miltaa he sabhi skool ab dress main bhi khel kar rahe he jahaan pehle safed yaa aasamaani plane shart chalati thi vahi ab nae nae tarah kii check kii shart chalaate he jo kisi ko kahi mil nahi saktaa he jo aadmi majaburi main unki setting kii dukaan se hi lenaa padataa he iske baad vah ek logo shart or blager par laga hua lene ko majaboor karte he jo ghatiya kalitic kapada hone ke baad bhi lenaa padataa he phir nambar aata he din ke hisaab se t shart or pant kaa phir activity ke naam par kuch na kuch paise maanganaa jo maheene main ek do baar hota he phir project ke naam par ugaahi internet se kuch home work puure karne ko bhi bolaa jaataa he ab nayaa fishan chalaa he e claasess kaa jisame satellite ke madhyam se class chalati he jiske naam par moti fees jamaa karne ko majaboor karte hephir kuch britain kii sanstha se certificate dene kii baat karte he jaise trinity landan etc sabase badi baat adhiktar skool netao or unke chela logo ke he jitne privet institute he usamen unka share yaa puraa unka hi he jab niyam banane vaale log hi vahi he to aap unase kaise ummid kar sakate hai ki ve apane khilaaf koi niyam banaaenge yaa lagu hone dengeye sabhi satta paksh yaa vipaksh donon ke log he jo is bijanas ko kar rahe hai,OAG
mulla ki gand fatne wali h,OAG
indian army m jo gharib foji hota h usko khud marwa k pakstan p alzam lagaia jata h,CAG
modi ko chudi or ameet shah ko sari pahan leni chaiye,OAG
pradeep haramzada bol ram ka bap ka name bharat tha to te log ram ka bapko be mata banadiya maha chutia,OAG
jab taak aap log modiji modiji karte rahogee tab tak,CAG
jo thodi dhang ki road banate hain us pe toll tax laga dete hai  aur jahan toll nahi us road ka to bhagwan hi malik,CAG
chachcha ko hi pakistan bhej diya jaye jo bhee dialogue karna ho karke aajayega ya vahin bas jayega,OAG
pak se phle bc desh k andr gaddar ko maro bc ko,OAG
pehle pakistan jao aapna aaka ko puch loo desh ka gadar,OAG
budbak,OAG
 premvivaah  manachaaha pyaar  kaamkaarobaar  pati  patni main anban   lav marij vaseekaran sautan dushman chhutkaaraa pati patni anban gruhaklesh karja mukti  niqusantan ek baar phone jarur kar call now ,NAG
salo katwo aa gaya tumhara baap yogi wo karega tumhari ma behen,OAG
mulaayam se ab doodh nahin mil rahaa  isliye kutta pagal ho gaya he ,OAG
america kaa raksha mantralay iraq main aatankwaadi gut islamic state aies kaa muqabla karne ke liye  tanks rodhi hathiyaar bhejega ,NAG
ha ha ha ha ah ah ha modi roz potty karta hai tum usko follow mat karna ,OAG
ye sala khud atankbadi hai unse chanda bhi leta hai,OAG
raat raat hote faisla congress yukt bhagodo kii party main honge shaamil bhakton kii pratikriya vaalya kaa valmiki ban gayi,CAG
ary pakistani ghr men gus k indin kuto ko maar gay,OAG
abhi tak to karam bekar the par ab to ye jubaan se bhi bekar ho gaye ,OAG
bharat development ki or badh rha hai acche din aaa gye ,CAG
tere ko marne ke liye achi brand ka juta kyo kharab kare fatti chappal se maro sale ko,OAG
congress wale toh naksaliyon ka samarthan karne walon ke saath jnu mein kandha milatein hai aur aaj jnu mein in humlon ke liye party rakhi gayee hai,OAG
ghar ghar main ghus kar maarenge jis ghar se afajal nikalegaa wo kokh nahin batch paaegi jis kokh main afazal penpega ye rashtraprem kaa dambh chalaa he khun failega afazal kaa saafe karunga maan kaa anchal qasam liya gangaajal kaa ganda haath naa chhu paaegaa maan ke paavan anchal ko baadha main hi qabr banegi aasteen ke saanpo kii fan kuchlenge vahiin pe unka bill se jab bhi nikalegaa us ghar ko aag laga denge jis ghar se afazal nikalegaa shri  ram ,CAG
congress party to aisi baat kar rahi hai jese khud ne to khub maje chakhaye ho pakistan ko ye jo aaj pakistan apni aukaat dikha raha hai congress party ki hi to meharbaani hai ,CAG
ha aur fir gurmeher ko banao mantri,CAG
abe tere gaav me news chenal nhi h kya india me kutto ki dakhal nhi li jati,OAG
sale muslimo ka dogla pan hai aur kuch nahi a he bharat ke dusman hai,OAG
bhart sarkar kab jabab degi kahne nahi hoga pakistan uski bhasha me jabab dena chahiye,OAG
van rankvan pansion purv sainikon ke saath dharne par baithi mantri wike singh kii beti httpgooglauhxve orop,NAG
kuch hamaare sang chale aaenge  kuch dekh kar rang dhang chale aaenge  baaki jo bache ho kar tang chale aaenge ,CAG
kya ye kejriwal ka kouf hai kya akhir  salo sy mcd pay kiska kabja hai,CAG
chutiya tum kisko banaae ga re koun doodh kaa dhulaa he re hamako bhaajapa ko haraana he,OAG
mcd jaise chunaav main itane mahaan yoddha utar rahe he lagata he kaurav or pandav kaa yuddh hone ja rahaa hesatta kaa bhukh yaa kejariwal kaa dar,CAG
jo pakistani army ne kiya hai wo hi indian army bhi karke dikhaye tabhi kaha jayega muhntod jawab,CAG
record dekh le akshay k contribution sabse jada hai bollywood me finance k mamle me,CAG
dekh teray leeya sahi shabd hai  madar chod aur behan chod agar theek na lagay to wapas leekhna main koi aur accha shabd khoj kar leekhoon ga,OAG
toilet banane ki uqaat ni tumhari or baat pakistan ko karte ho,CAG
khane ko doge nahi to chodenge hi ,OAG
pichle do baar se to dilli ke accit pole galat hi sabit hue is baar hadry hogi,NAG
ek bhrashtachari bihar ko jisane loot kar rakha,OAG
rohit her inhe boliye ki ek dooshre per dosha ropan karna bund kare aur positive such se gal nikalne ka kaam kare,CAG
congres wale ko jute marne chahiye aur inko gand me danda dalna chahiye,OAG
aap ki delhi govt ke  years devlopment ke aage mcd ka  years ka corruption jeet gaya reality yahi h ki politics krna innocent logo ke bas ki baat nahi hai ,CAG
ye to purani bimari hai betting leagle kar di jaye india me to jo paisa hawala k jariye bahar jata hai vo nhi jayega,CAG
jee toh karta h salo se lahor bhi wapas le le,CAG
kashmiri muslman gaddar hai sale nhi to aatnkio ki kya aukat bharat k same jo tum soch the ho zingi m ahi kr paige harajado,OAG
ab sidhu ko pataa chalegaa kaise sawaal or jawaab milte he,CAG
gundo ki wajah se hindu agar gye hn to muslim b gye hn,OAG
khushi issy liye abi tak zinda hya kya ptta sala mara b hoga,OAG
sabse gatiya koi filmi kalakar mene dekha vo dilip kumar harami sala isi ka ajant hai  ki pakistan kesath hui wor ke vakt unke ghar se hl vairless set pakda gaya tha mumbai se pakistan aarmi ko sandese bhejta tha kutta harami suar,OAG
bhai tum sb chodo politician sonu nigam sb politics hai hai but kashmir m jo ho rha uske bare m ap kya bologe hmare jawano pr is trh ke hmle hote hain uske bare m kya bologe o to kisi politician a person k liye nii hai pure desh k liye hain,NAG
aukaat hai v nahi banane ki banoge kya,NAG
ab kiska wait hai karo jo karna hai prob solve karo mager karoge kaise ankho par to bhakti ka chashma laga hua hai,OAG
piriti jee tumhare boli ya feelings se nahi lagta k tum sena k family se ho hamare desh mein sena har roz shaheed ho rahi hai aur pm tamasha dekh rahe hain pakistan k saath milker koi action nahi le rahe aur tum ye bol rahi ho iss se to shaheed sena k family ko hurt hoga tej bahadur k liye bolti jisk saath pm ne bahut hi galat kiya sena ko apne huq k liye bolne ki bhi permission nahi diya hai modi ne sena k liye keya kiya modi ne jo achchayee dikhti hai tumko crpf k jawan ka video dekha nahi hai ya dekhna hi nahi hai lagta hai bjp join kerna hai zinta ko bekaari mein chamcha giri,OAG
jo log faltu bateein likh rahe hai modi ji ke liye woh true indians nahi hai,OAG
j s ram yogi j,CAG
suwar to sale tum jaise log lagte hai bahanchod tum sab aukaat hi kya hai sirf bhokna jante ho,OAG
allaah tallah ke fazal se pakistani jail main sazaa kaat rahe aatanki jackiurrahamaanlakhvi kii patni pet se he uf allaah bada halaalu he,CAG
bhartiya nausena ne sabhi bharatiyon ko surakshit nikaala shukriya nausena yemen operationrahat,NAG
tm sali bhai ka lund chusti h to gndi kon hua ab tu bol,OAG
ye modi ji kuchh karte to hai nai bs apne jawano ko sahid hone ke chhor dete hai,CAG
vinay gupta naraz to aap hue apne jija sahil sangha diya mirza didi ke pati se puch lo,CAG
bjp walo ne usko arrest karwya tha koi congress walo ne usko arrest nhi karwaya thaufufuf bjp ne prof kar diya ki koi bhe galat hoga usko chora nhi jaega ek toh acha kaam karo upar say iljam lagte ho jhail walo wah bhaiufufuf woh saala saudia ja kar jihadi mahzab islam apna liya ye bhe batao naufufuf,CAG
ruk ja pakistani dekhtaa ja kya hoga ab modi ji ko jaanate hona duniya kaa sabase kharnaak netaa he,CAG
pagal ho gaya ab sonu rafi sahab kii copy karata he,OAG
dilli ucch nyaayalay ne kendriya madhyamik shiksha board sibiesai ko yah sunishchit karne kaa nirdesh diya ki usase sambanddh vidhyalay apane parisaron main kitabon or unifarm kii bikri jaise vanijyik gatividhiyon main shaamil naa hon,NAG
 hi jeet skte ho evm hai na,CAG
abhi hm kuch karegay hmre desh ki some mulle dukhi ho jayegay,CAG
jo jaisi bhashaa samajhataa he use usee bhashaa main zabaab dena chahie prashn he ham baaten zyaada karte hai  kyon jis din se jabaab dena aarambh karegein  vaataavaran badal jayega,OAG
puraa,NAG
hmm shi news channel k room me maar girayabdhayee ho ,CAG
ye lo mahan india,NAG
ravish kumar dallali na kre iske liye koi report kb aayegi ,OAG
hadd ho gayi hai  gd chatne ki,OAG
agar mangna hai to rakhsa mantri ka sir mango pm ka sir kyun k yahi jimmedar hai hamare desh k jawano ko marwane me khud to sale jake chai peke ghum k desh ka paisa duba k ate hai badi badi bate chodte hai kis neta ka beta ya pariwar ka ek sadasya v hai kisi v army bsf ya kisi v defence me nahi na marne k liye hum jaise aam admi hi kyun mare raaj kare ye sale ,OAG
nayna ji aap jaise nek or samajhadaaro ki vajaha se hi bharat kii akhthata kaayem he or bhai chaara he,CAG
chhor na bhai tujhe kya karna hai tujhe tera reservation mil raha hai na muft ke maze le aur chill kar,CAG
kuch logo ki wajah se hamare desh k haalat bahut hi kharab hote ja rae hain ,CAG
jnu main bharat virdohi naare lagane waalon ke saath khadey hone kaa parinaam he ye buddhijivi banane kaa parinaam he bas hamaare desh me hi aise maanavadhikari paye jate he hamaare desh ke naagarik ko faansee kii sajaa sunai he puure paak se ek bhi aawaaj ai maanavadhikaar kii,OAG
bolne ki tameej kisi neta ko aati nahi hai kya,CAG
yu hi chala chal rahi yu hi chala chal rahi,NAG
is ko be bjp government se award milega,CAG
phone achcha he par ye to history ki book me dikhege ab,CAG
par bhakt kehrahe hai k modi ji ko mila fadnavis ne toh twitter par wish bhi kardiya modi ji ko,NAG
dekhen live kawarej  bijepishivasena kaa  saal purana gathbandhan khatm httptcoomcrgnzph httptcolptvohui,NAG
abhi se gaand phat gayi salon abhi toh  saal hi hue hain kaam se kaam  saal aur baki hain,OAG
bc delhi main road to bna nhi  cr pay,OAG
i think corrupt police ke baad mla and mps hi sbse jyada galiya khate hai ,CAG
ab apna  inch ka dikhana chahiye aur in pakistaniyo ki ma behan ek kar dena chahiye,OAG
doosri shadi hoti h agar muslimo me kisi ka talak hojaye to tumhare niyog ki tarah nhin k kisi bhi pandit ke sath sex karakar baccha paida karalo,OAG
yeh mulle kabhi pakisthan ke liye galat nahi sun sakte khaate bharat ki h or gaate pakisthan ki h,CAG
zuber ahmad mane tumhare sare comment ke screen shot liye hai abhi mafi mango nahi to mein police mein complains karne ja rha hu tumhare pass sirf  hours hai,CAG
kitni ajeeb baat he ki ek kaalpanik kerector bahubali kii maut kaa raaj jaanane ke liye puraa desh theatron par umada padaa he uffuffcuf kaash ki itane log milakar sarkaar ke saamne khadey hokar yah poochhate ki bataao or naksalwadi hamaare phogiyon ko kaise maar rahe hai to desh kii tasviir hi badal jaati ,CAG
dakaiti dalne wale sansad me baithe hain aur harne ke bad istefa manga ja raha hai o bhi un dakuon se mango jo desh lutke rape murder karke sansad me hain,OAG
muh se paan thook ke bolo be kahna kya chahte ho,OAG
pushpendra kumar sala gandu mc modi ka naajayaz beta hai tu madarchod phone number di teri maa chod dunga harami,OAG
jai shri ram,NAG
ha ha kuta khud ko sher smaj rha h phudi g sa kho dm h to such ma gusa k to dakhy pak ma  inch andr akr dakho dunya sa hindu prjati na mita di to khna hmri history yad rkho,OAG
media bikaaoon he jhooth bol rahi he kuch nahi hua modi bhagat he,CAG
raj shankar such sunna tujhe itna bura lagta hai to aisa kaam hi mat ker such to tujhe sunna hi padega chahe tujhe apni k saath hi halala kiyoun na kerna pade,OAG
budde ku marne ke din kharib aye hai,CAG
pakistan nhi papkistan hai ise modi sabak sikha sakta hai per hay afsos jo apna hi desh me dharm k nam per dangga fasad ko rok nhi sakta to kiya barat k sainiko ko surakcha dega please stop  change your policy kab tab bhartiy sainiko ko apni jaan gawa padega ,CAG
teri ma ki chut maulana tujhe is desh me rehne de rhe h itna kaafi h apni aukat me reh musalmaan  tere dum p nhi hum hinduo ne apne dum p bnai h ye sarkar jai shree ram,OAG
yeh aaaja tak waale he castism ko badhawa dete hain kabhi honestly apni duty kar liya karo,OAG
to kya pakistan bole ga to hi manoge ab to lagta hain army o k sath  camera man v bej na padega inko sabut dene k liye ,CAG
achhchhaahai,NAG
p s campus acha hai tera,NAG
tumhara khatna karwayenge pehle,OAG
is kutte ki aulad ko kisi mulle ne paida kiya hai uski ma ko mulla chod gaya tha sala hizde dogi dig,OAG
koi bhajpai neta kisi ko hijda kah rahe they pakistan bar bar jo hamare mardangi pe sak kar raha uska jwab kab dogedelhi mcd or crpf sahido ke bad kulbhusan jhadav ka mudda media or sarkar dono ne daba rakhi hai ,CAG
jab bjp ko hi vote pad rhi h den kejriwal full fmly k sath q gye the vote,CAG
desh me man ki baat sirf aik insan keliye uski gulami murk bhakt kar raha hai,OAG
ye log kavi bete ko kv bhej ke dekhe tab pata chale ga mehant kisko kahte hai,NAG
abe gadhe ye yogi he rogi or bhogi nahi,CAG
 ki manmohan singh apne dinner me plate ka rate rakhte hai or  ki baat karti hai beshram,CAG
bhaijaan yeah video bahut purana hai yeah video india ka nahi bahar ka,CAG
ye sab veb vaw kia kuch insaanone or bhugatna padte hai sabhi muslim koq aap muslimoko gali dete ho hamare desh mai vi hindu hai to kya hum vi kahenge ki ye muslimoka desh hai koi or dharm ki log nhi rah sakti sab hindustan chale jaw nhi nhi bol sakte q ki ye unki vi utnahi hai jitni muslim ka to phir hum dharm or allah ya phi bhagwan ko q gali de,NAG
court hai ya majak,CAG
harsh bohot hasi arhi tere gher per koi shayad mara nhi hai abhi tak,OAG
aakhan chutiyyapp behnchoo gareebe upper caste yea lower caste nai dekhti ,OAG
